int_id,name,abbrev,t_age,b_age,int_type,color
327,CC22,NA,76,76.8,zone,#EDF786
328,CC21,NA,76.8,77.6,zone,#EBF785
329,CC20,NA,77.6,79,zone,#E9F683
330,CC19,NA,79,81,zone,#E8F581
331,CC18,NA,81,83.8,zone,#E3F37C
332,CC17,NA,83.8,84.2,zone,#E0F27A
333,CC16,NA,84.2,85,zone,#DCF077
334,CC15,NA,85,86.3,zone,#D5ED70
335,CC14,NA,86.3,88,zone,#D0EB6C
336,CC13,NA,88,89.8,zone,#C8E764
337,CC12,NA,89.8,91,zone,#C3E561
338,CC11,NA,91,93.9,zone,#BBE15A
339,CC10,NA,93.9,95.7,zone,#B7E056
340,CC9,NA,95.7,103,zone,#C0E475
341,CC8,NA,103,112.2,zone,#C6E791
342,CC7,NA,112.2,125.4,zone,#BBE286
343,CC6,NA,125.4,129,zone,#B7E183
344,CC5,NA,129,132.7,zone,#ADDC7A
345,CC4,NA,132.7,137.4,zone,#A2D771
346,CC3,NA,137.4,139.8,zone,#9DD56E
347,CC2,NA,139.8,142.4,zone,#95D167
348,CC1,NA,142.4,144,zone,#90CF63
349,NJ17,NA,144,149.2,zone,#D9F1EE
350,NJ16,NA,149.2,151.2,zone,#D3EFF6
351,NJ15,NA,151.2,159.7,zone,#C6EAF3
352,NJ14,NA,159.7,161.4,zone,#BFE7ED
353,NJ13,NA,161.4,163.4,zone,#BFE7E9
354,NJ12,NA,163.4,165.4,zone,#B9E5E4
355,NJ11,NA,165.4,168,zone,#B0E1E2
356,NJ10,NA,168,170.3,zone,#ADE0E2
357,NJ9,NA,170.3,171.2,zone,#A9DEE1
358,NJ8,NA,171.2,177.2,zone,#9AD6DF
359,NJ7,NA,177.2,181,zone,#9AD4E0
360,NJ6,NA,181,182.8,zone,#99D1E2
361,NJ5,NA,182.8,185.5,zone,#91CBE1
362,NJ4,NA,185.5,189,zone,#88C8DF
363,NJ3,NA,189,193.3,zone,#74C1DB
364,NJ2,NA,193.3,199.3,zone,#5FB9D6
365,NJ1,NA,199.3,201.3,zone,#56B6D5
516,Wyattia,NA,521,524,zone,#A6BA80
517,Fritzaspis,NA,520,521,zone,#A6C583
518,Fallotaspis,NA,518.5,520,zone,#A6C583
519,Nevadella,NA,515.5,518.5,zone,#A6C583
520,Olenellus,NA,511.1,515.5,zone,#99C078
521,Eokochaspis nodosa,NA,510.5,511.1,zone,#B3CA8E
522,Amecephalus arrojosensis,NA,509,510.5,zone,#B3CA8E
523,Plagiura-Poliella,NA,507.3,509,zone,#B3D492
524,Albertella,NA,506.5,507.3,zone,#B3D492
525,Ptychagnostus praecurrens,NA,505.25,506.5,zone,#B3D492
526,Ptychagnostus gibbus,NA,504.5,505.25,zone,#B3D492
527,Bolaspidella,NA,499.5,504.5,zone,#BFD99D
528,Cedaria,NA,498.5,499.5,zone,#CCDFAA
529,Crepicephalus,NA,497,498.5,zone,#CCDFAA
530,Aphelaspis,NA,495.2,497,zone,#CCEBAE
531,Dunderbergia,NA,493.9,495.2,zone,#B3E095
532,Elvinia,NA,493,493.9,zone,#D9F0BB
533,Taenicephalus,NA,492.3,493,zone,#D9F0BB
534,Ellipsocephaloides-Idahoia,NA,490.9,492.3,zone,#D9F0BB
535,Saukiella junia/Saukiella pyrene,NA,487.8,490.9,zone,#B3E095
536,Saukiella serotina,NA,487.1,487.8,zone,#E6F5C9
537,Eurekia apopsis,NA,486.7,487.1,zone,#E6F5C9
538,Missisquoia,NA,486.2,486.7,zone,#E6F5C9
539,Symphysurina brevispicata,NA,485.4,486.2,zone,#E6F5C9
540,Symphysurina bulbosa,NA,484.4,485.4,zone,#33A97E
541,Iapetognathus fluctivagus,NA,484.4,485.4,zone,#33A97E
542,Cordylodus angulatus,NA,480.3,484.4,zone,#33A97E
543,Rossodus manitouensis,NA,480,480.3,zone,#33A97E
544,Macerodus dianae,NA,479.8,480,zone,#33A97E
545,Acodus delatus/Oneotodus costatus,NA,477.5,479.8,zone,#1A9D6F
546,Oepikodus communis,NA,473.7,477.5,zone,#41B087
547,Reutterodus andinus,NA,470.3,473.7,zone,#41B087
548,Microzarkodina flabellum/Tripodus laevus,NA,468.7,470.3,zone,#009270
549,Histiodella altifrons,NA,467.4,468.7,zone,#66C092
550,Histiodella sinuosa,NA,464.4,467.4,zone,#4DB47E
551,Histiodella holodentata,NA,463.7,464.4,zone,#74C69C
552,Phragmodus polonicus,NA,462.4,463.7,zone,#74C69C
553,Cahabagnathus friendsvillensis,NA,461.2,462.4,zone,#74C69C
554,Cahabagnathus sweeti,NA,456.6,461.2,zone,#009270
555,Plectodina aculeata,NA,455.8,456.6,zone,#8CD094
556,Erismodus quadridactylus,NA,454.7,455.8,zone,#8CD094
557,Belodina compressa,NA,453.7,454.7,zone,#8CD094
558,Phragmodus undatus,NA,453,453.7,zone,#8CD094
559,Plectodina tenuis,NA,452.3,453,zone,#99D69F
560,Belodina confluens,NA,450,452.3,zone,#99D69F
561,Oulodus velicuspis,NA,449.7,450,zone,#99D69F
562,Oulodus robustus,NA,449,449.7,zone,#99D69F
563,Aphelognathus grandis,NA,447,449,zone,#99D69F
564,Aphelognathus divergens,NA,445.5,447,zone,#99D69F
565,Aphelognathus shatzeri,NA,443.8,445.5,zone,#7FCA93
566,Distomodus kentuckyensis,NA,441.1,443.8,zone,#A6DCB5
567,Aspelunda expansa,NA,440.5,441.1,zone,#99D7B3
568,Pterospathodus tenuis,NA,439.4,440.5,zone,#B3E1C2
569,Distomodus staurognathoides,NA,437.5,439.4,zone,#99D7B3
570,Pterospathodus eopennatus,NA,436.4,437.5,zone,#BFE6CF
571,Pterospathodus amorphognathoides angulatus,NA,435.8,436.4,zone,#BFE6CF
572,Pterospathodus amorphognathoides lennarti,NA,435.5,435.8,zone,#BFE6CF
573,Pterospathodus amorphognathoides lithuanicus,NA,435.2,435.5,zone,#BFE6CF
574,Pterospathodus amorphognathoides amorphognathoides,NA,433.4,435.2,zone,#BFE6CF
575,Pterospathodus pennatus procerus,NA,432.6,433.4,zone,#BFE6C3
576,Kockelella ranuliformis,NA,432.3,432.6,zone,#BFE6C3
577,Ozarkodina sagitta rhenana,NA,431.8,432.3,zone,#BFE6C3
578,Kockelella walliseri,NA,431.2,431.8,zone,#BFE6C3
579,Kockelella ortus ortus,NA,430.5,431.2,zone,#BFE6C3
580,Ozarkodina sagitta sagitta,NA,429.4,430.5,zone,#CCEBD1
581,Ozarkodina bohemica longa,NA,428.3,429.4,zone,#CCEBD1
582,Kockelella ortus obsidata,NA,427.4,428.3,zone,#CCEBD1
583,Kockelella crassa,NA,427,427.4,zone,#CCECDD
584,Kockelella variabilis variabilis,NA,425.6,427,zone,#CCECDD
585,Ancoradella ploeckensis,NA,425.2,425.6,zone,#D9F0DF
586,Polygnathoides siluricus,NA,424.8,425.2,zone,#D9F0DF
587,Ozarkodina snajdri,NA,423.6,424.8,zone,#D9F0DF
588,Ozarkodina crispa,NA,423,423.6,zone,#D9F0DF
589,Ozarkodina eosteinhornensis,NA,421.2,423,zone,#E6F5E1
590,Oulodus elegans detortus,NA,419,421.2,zone,#E6F5E1
591,Caudicriodus hesperius,NA,417.2,419,zone,#E5B75A
592,Caudicriodus postwoschmidti,NA,415.2,417.2,zone,#E5B75A
593,Lanea omoalpha,NA,414.5,415.2,zone,#E5B75A
594,Lanea eleanorae,NA,414,414.5,zone,#E5B75A
595,Leanea transitans,NA,413.5,414,zone,#E5B75A
596,Ancryodelloides trigonicus,NA,412.5,413.5,zone,#E5B75A
597,Masaraella pandora morpho. Beta,NA,412,412.5,zone,#E5B75A
598,Pedavis gilberti,NA,411,412,zone,#E5B75A
599,Gondwania irregularis,NA,410,411,zone,#E5AC4D
600,Gondwania kindlei,NA,408.5,410,zone,#E5C468
601,Eocostapolygnathus pireneae,NA,407.6,408.5,zone,#E5C468
602,Eocostapolygnathus kitabicus,NA,406,407.6,zone,#E5D075
603,Eocostapolygnathus excavatus,NA,404.2,406,zone,#E5D075
604,Eocostapolygnathus gronbergi,NA,403.5,404.2,zone,#E5D075
605,Eocostapolygnathus nothoperbonus,NA,401,403.5,zone,#E5D075
606,Polygnathus inversus,NA,397.5,401,zone,#E5D075
607,Linguipolygnathus serotinus,NA,395,397.5,zone,#E5D075
608,Polygnathus costatus patulus,NA,393.3,395,zone,#E5D075
609,Polygnathus costatus partitus,NA,391.5,393.3,zone,#F1D576
610,Polygnathus costatus costatus,NA,389.2,391.5,zone,#F1D576
611,Tortodus knockelianus knockelianus,NA,388,389.2,zone,#F1D576
612,Polygnathus ensensis,NA,387.7,388,zone,#F1D576
613,Polygnathus hemiansatus,NA,387.5,387.7,zone,#F1E185
614,Polygnathus varcus,NA,385,387.5,zone,#F1E185
615,Schmidtognathus hermanni,NA,384,385,zone,#F1E185
616,Klapperina disparilis,NA,383,384,zone,#F1E185
617,Mesotaxis guanwushanensis,NA,381.2,383,zone,#CB8C37
618,Palmatolepis transitans,NA,380.2,381.2,zone,#F2EDAD
619,Palmatolepis punctata,NA,379,380.2,zone,#F2EDAD
620,Palmatolepis hassi,NA,376.5,379,zone,#F2EDAD
621,Palmatolepis rhenana,NA,373,376.5,zone,#F2EDAD
622,Palmatolepis linguiformis,NA,372.2,373,zone,#F2EDAD
623,Palmatolepis triangularis,NA,370,372.2,zone,#F2EDC5
624,Palmatolepis crepida,NA,367.5,370,zone,#F2EDC5
625,Palmatolepis rhomboidea,NA,366.5,367.5,zone,#F2EDC5
626,Palmatolepis marginifera,NA,364,366.5,zone,#F2EDC5
627,Palmatolepis rugosa trachytera,NA,363,364,zone,#F2EDC5
628,Palmatolepis perlobata postera,NA,362.2,363,zone,#F2EDC5
629,Palmatolepis gracilis expansa,NA,360,362.2,zone,#F2EDC5
630,Siphonodella praesulcata,NA,358.9,360,zone,#F2EDC5
631,Siphonodella sulcata,NA,358.4,358.9,zone,#8CB06C
632,Siphonodella duplicata,NA,357.4,358.4,zone,#8CB06C
633,Siphonodella sandbergi-Siphonodella belkai,NA,355,357.4,zone,#8CB06C
634,Siphonodella quadruplicata-Patrognathus andersoni,NA,353,355,zone,#8CB06C
635,Gnathodus typicus-Siphonodella isosticha,NA,349,353,zone,#8CB06C
636,Dollimae bouckaerti,NA,348,349,zone,#8CB06C
637,Gnathodus semiglaber-Polygnathus communis,NA,346.7,348,zone,#8CB06C
638,Gnathodus pseudosemiglaber-Scallioganthus anchoralis,NA,344,346.7,zone,#A6B96C
639,Gnathodus texanus,NA,340,344,zone,#A6B96C
640,Gnathodus praebillineatus,NA,336.8,340,zone,#A6B96C
641,Gnathodus bilineatus,NA,335,336.8,zone,#A6B96C
642,Lochriea mononodosa,NA,332,335,zone,#A6B96C
643,Lochriea nodosa,NA,330.9,332,zone,#A6B96C
644,Lochriea ziegleri,NA,329.5,330.9,zone,#BFC26B
645,Lochriea cruciformis,NA,327.2,329.5,zone,#BFC26B
646,Gnathodus bollandensis,NA,325.5,327.2,zone,#BFC26B
647,Gnathodus postbilineatus,NA,323.2,325.5,zone,#BFC26B
648,Declinognathodus noduliferus,NA,322.5,323.2,zone,#99C2B5
649,Idiognathoides sinuatus,NA,320.8,322.5,zone,#99C2B5
650,Neognathodus askynensis,NA,320,320.8,zone,#99C2B5
651,Idiognathodus sinuosus,NA,318.6,320,zone,#99C2B5
652,Declinognathodus marginodosus,NA,317,318.6,zone,#99C2B5
653,Neognathodus atokaensis,NA,315.2,317,zone,#99C2B5
654,Declinognathodus donetzianus,NA,314.5,315.2,zone,#C7CBB9
655,Neognathodus uralicus,NA,312.5,314.5,zone,#C7CBB9
656,Streptognathodus dissectus,NA,310.8,312.5,zone,#C7CBB9
657,Neoghanthodus medexultimus-Streptognathodus-concinnus,NA,309,310.8,zone,#C7CBB9
658,Neoghanthodus round-Streptognathodus cancellosus,NA,307,309,zone,#C7CBB9
659,Streptognathodus subexcelsus,NA,305.7,307,zone,#BFD0C5
660,Idiognathodus sagittalis,NA,305.2,305.7,zone,#BFD0C5
661,Streptognathodus cancellosus,NA,304.5,305.2,zone,#BFD0C5
662,Idiognathodus toretzianus,NA,304,304.5,zone,#BFD0C5
663,Streptognathodus firmus,NA,303.7,304,zone,#BFD0C5
664,Streptognathodus simulator,NA,302.7,303.7,zone,#CCD4C7
665,Streptognathodus vitali,NA,302,302.7,zone,#CCD4C7
666,Streptognathodus virgilicus,NA,301,302,zone,#CCD4C7
667,Streptognathodus simplex-Streptognathodus bellus,NA,300,301,zone,#CCD4C7
668,Streptognathodus wabaunsensis,NA,298.9,300,zone,#CCD4C7
669,Streptognathodus isolatus,NA,298,298.9,zone,#E36350
670,Streptognathodus sigmoidalis-Streptognathodus cristellaris,NA,297.5,298,zone,#E36350
671,Streptognathodus constrictus-Mesogondolella belladontae,NA,297,297.5,zone,#E36350
672,Streptognathodus fusus,NA,296.5,297,zone,#E36350
673,Streptognathodus postfusus,NA,295,296.5,zone,#E36350
674,Sweetognathus merrilli-Mesogondolella uralensis,NA,294.1,295,zone,#E36F5C
675,Sweetognathus binodosus,NA,293.5,294.1,zone,#E36F5C
676,Sweetognathus anceps-Mesogondolella bisselli,NA,290.1,293.5,zone,#E36F5C
677,Sweetognathus whitei,NA,285,290.1,zone,#E37B68
678,Sweetognathus clarki,NA,282,285,zone,#E37B68
679,Neostreptognathodus pequopensis,NA,283.5,282,zone,#E37B68
680,Neostreptognathodus pnevi,NA,275.5,283.5,zone,#E38776
681,Neostreptognathodus prayi,NA,274.7,275.5,zone,#E38776
682,Sweetognathus guizhouensis,NA,273.7,274.7,zone,#E38776
683,Mesogondolella lamberti-Neostreptognathodus sulcoplicatus,NA,272.95,273.7,zone,#E38776
684,Jinogondolella nankingensis,NA,268.8,272.95,zone,#FB8069
685,Jinogondolella aserrata,NA,265.1,268.8,zone,#FB8D76
686,Jinogondolella postserrata,NA,264.5,265.1,zone,#FB9A85
687,Jinogondolella shannoni,NA,264,264.5,zone,#FB9A85
688,Jinogondolella altudaensis,NA,263.7,264,zone,#FB9A85
689,Jinogondolella prexuanhanensis,NA,261.8,263.7,zone,#FB9A85
690,Jinogondolella granti,NA,260.3,261.8,zone,#FB9A85
691,Clarkina postitteri hongshuiensis,NA,259.1,260.3,zone,#FB9A85
692,Clarkina postitteri postitteri,NA,259,259.1,zone,#FCB4A2
693,Clarkina dukouensis,NA,258.5,259,zone,#FCB4A2
694,Clarkina asymmetrica,NA,257.7,258.5,zone,#FCB4A2
695,Clarkina leveni,NA,257.2,257.7,zone,#FCB4A2
696,Clarkina guangyuanensis,NA,256.5,257.2,zone,#FCB4A2
697,Clarkina transcaucasica,NA,255.3,256.5,zone,#FCB4A2
698,Clarkina orientalis,NA,254.5,255.3,zone,#FCB4A2
699,Clarkina longicuspidata,NA,254.14,254.5,zone,#FCB4A2
700,Clarkina wangi,NA,253.5,254.14,zone,#FCC0B2
701,Clarkina subarinata,NA,253.1,253.5,zone,#FCC0B2
702,Clarkina changxingensis,NA,252.8,253.1,zone,#FCC0B2
703,Clarkina deflecta-Clarkina yini,NA,252.5,252.8,zone,#FCC0B2
704,Clarkina zhejiangensis-Clarkina meishanensis,NA,251.902,252.5,zone,#FCC0B2
705,Hindeodus parvus,NA,251.9,251.902,zone,#A4469F
706,Isarcicella isarcica,NA,251.7,251.9,zone,#A4469F
707,Neogondollela krystyni,NA,251.6,251.7,zone,#983999
708,Sweetospathodus kummeli,NA,251.4,251.6,zone,#A4469F
709,Neospathodus dieneri Morph 3,NA,251.2,251.4,zone,#A4469F
710,Neospathodus waageni,NA,249.3,251.2,zone,#B051A5
711,Borinella buurensis-Scythogondolella milleri,NA,248.4,249.3,zone,#B051A5
712,Neospathodus pingdingshanensis,NA,248.3,248.4,zone,#B051A5
713,Icriospathodus collinsoni,NA,247.6,248.3,zone,#B051A5
714,Neospathodus triangularis,NA,247.4,247.6,zone,#B051A5
715,Triassospathodus sosioensis,NA,247.3,247.4,zone,#B051A5
716,Chiosella gondolelloides,NA,247.2,247.3,zone,#B051A5
717,Chiosella timorensis,NA,246.7,247.2,zone,#BC75B7
718,Neogondolella regalis,NA,244.3,246.7,zone,#BC75B7
719,Paragondolella excelsa,NA,241,244.3,zone,#B168B1
720,Budurovignathus truempyi,NA,240.3,241,zone,#C983BF
721,Budurovignathus hungaricus,NA,238,240.3,zone,#C983BF
722,Paragondolella inclinata,NA,237,238,zone,#C983BF
723,Metapolygnathus intermedius,NA,236.5,237,zone,#C99BCB
724,Metapolygnathus tadpole,NA,233.5,236.5,zone,#C99BCB
725,Metapolygnathus polygnathiformis,NA,233,233.5,zone,#C99BCB
726,Metapolygnathus carpathicus,NA,231.4,233,zone,#C99BCB
727,Metapolygnathus nodosus,NA,229.5,231.4,zone,#C99BCB
728,Metapolygnathus primitius,NA,226.5,229.5,zone,#BD8CC3
729,Epigondolella quadrata,NA,221.4,226.5,zone,#D6AAD3
730,Epigondolella triangularis,NA,217.4,221.4,zone,#D6AAD3
731,Cypriodella multidentata,NA,216.9,217.4,zone,#D6AAD3
732,Cypriodella spiculata,NA,216.5,216.9,zone,#D6AAD3
733,Cypriodella postera,NA,214.8,216.5,zone,#D6AAD3
734,Cypriodella serrulata,NA,214,214.8,zone,#D6AAD3
735,Cypriodella bidentata,NA,208.5,214,zone,#D6AAD3
736,Cypriodella mosheri,NA,202.3,208.5,zone,#E3B9DB
737,Norigondolella sp.,NA,201.9,202.3,zone,#E3B9DB
738,Misikella posternstenini,NA,201.3,201.9,zone,#E3B9DB
751,lower Otoceras boreale,NA,251.902,252.4,zone,#FCC0B2
752,upper Otoceras boreale,NA,251.9,251.902,zone,#A4469F
753,Ophiceras commune,NA,251.8,251.9,zone,#A4469F
754,Proptychites rosenkrantzi strigatus,NA,251.6,251.8,zone,#A4469F
755,Proptychites candidus,NA,251.3,251.6,zone,#A4469F
756,Vavilovites sverdrupi,NA,251.2,251.3,zone,#A4469F
757,Hedenstroemia hedenstroemi,NA,249.3,251.2,zone,#B051A5
758,Euflemingites romunderi,NA,248.55,249.3,zone,#B051A5
759,Anawasatchites tardus,NA,248.5,248.55,zone,#B051A5
760,Bajarunia eumphala,NA,248,248.5,zone,#B051A5
761,Olenikites pilaticus,NA,247.7,248,zone,#B051A5
762,Siberlingites mulleri,NA,246.5,246.8,zone,#BC75B7
763,Lenotropites caurus,NA,246.3,246.5,zone,#BC75B7
764,Anagymnotoceras varium,NA,244,246.3,zone,#BC75B7
765,Eogymnotoceras deleeni,NA,243.5,244,zone,#BC75B7
766,Frechites chischa,NA,242,243.5,zone,#BC75B7
767,Eoprotrachyceras matutinum,NA,240.4,242,zone,#C983BF
768,Tuchodiceras poseidon,NA,239,240.4,zone,#C983BF
769,Meginoceras meginae,NA,238.3,239,zone,#C983BF
770,Macl. maclearni,NA,238,238.3,zone,#C983BF
771,Frankites sutherlandi,NA,237,238,zone,#C983BF
772,Daxatina canadensis,NA,236.3,237,zone,#C99BCB
773,Tachyceras desatoyense,NA,234.6,236.3,zone,#C99BCB
774,Austrotrachyceras obesum,NA,234,234.6,zone,#C99BCB
775,Sirenites nanseni,NA,233.5,234,zone,#C99BCB
776,Tropites dilleri,NA,232.6,233.5,zone,#C99BCB
777,Tropites welleri,NA,229.7,232.6,zone,#C99BCB
778,Klamathites macrolobatus,NA,227,229.7,zone,#C99BCB
779,Stikinoceras kerri,NA,224.5,227,zone,#D6AAD3
780,Malayites dawsoni,NA,218.3,224.5,zone,#D6AAD3
781,Juvavites magnus,NA,217.5,218.3,zone,#D6AAD3
782,Drepanites rutherfordi,NA,217,217.5,zone,#D6AAD3
783,Mesohimavatites columbianus,NA,214,217,zone,#D6AAD3
784,Gnomohalorites cordilleranus,NA,208.5,214,zone,#D6AAD3
785,Chochloceras amoenum,NA,202.2,208.5,zone,#E3B9DB
786,Choristoceras crickmayi,NA,201.3,202.2,zone,#E3B9DB
787,Psiloceras planorbis,NA,201.1,201.3,zone,#4EB3D3
788,Alsatites liasicus,NA,200.2,201.1,zone,#4EB3D3
789,Schlotheimia angulata,NA,199.3,200.2,zone,#4EB3D3
790,Arietites bucklandi,NA,197.8,199.3,zone,#67BCD8
791,Arnioceras semicostatum,NA,196.4,197.8,zone,#67BCD8
792,Caenisites turneri,NA,195.4,196.4,zone,#67BCD8
793,Asteroceras obtusum,NA,193.8,195.4,zone,#67BCD8
794,Oxynoticeras oxynotum,NA,192.8,193.8,zone,#67BCD8
795,Echinoceras raricostatum,NA,190.8,192.8,zone,#67BCD8
796,Uptonia jamesoni,NA,189.5,190.8,zone,#80C5DD
797,Tragophylloceras ibex,NA,188.5,189.5,zone,#80C5DD
798,Prodactylioceras davoei,NA,187.5,188.5,zone,#80C5DD
799,Amaltheus margaritatus,NA,184.2,187.5,zone,#80C5DD
800,Pleuroceras spinatum,NA,182.7,184.2,zone,#80C5DD
801,Dactylioceras tenuicostatum,NA,180.7,182.7,zone,#99CEE3
802,Harpoceras falciferum,NA,180.4,180.7,zone,#99CEE3
803,Hildoceras bifrons,NA,178.4,180.4,zone,#99CEE3
804,Haugia variabilis,NA,176.4,178.4,zone,#99CEE3
805,Grammoceras thouarsense,NA,175,176.4,zone,#99CEE3
806,Dumortieria levesquei,NA,174.4,175,zone,#99CEE3
807,Pleydellia aalensis,NA,174.1,174.4,zone,#9AD9DD
808,Leioceras opalinum,NA,172.2,174.1,zone,#9AD9DD
809,Ludwigia murchisonae,NA,171.3,172.2,zone,#9AD9DD
810,Brasilia bradfordensis,NA,170.9,171.3,zone,#9AD9DD
811,Graphoceras concavum,NA,170.3,170.9,zone,#9AD9DD
812,Hyperlioceras discites,NA,170,170.3,zone,#A6DDE0
813,Witchellia laeviuscula,NA,169.8,170,zone,#A6DDE0
814,Stephanoceras humphriesianum,NA,169.5,169.8,zone,#A6DDE0
815,Strenoceras niortense,NA,169,169.5,zone,#A6DDE0
816,Garantiana garantiana,NA,168.6,169,zone,#A6DDE0
817,Parkinsonia parkinsoni,NA,168.3,168.6,zone,#A6DDE0
818,Zigzagiceras zigzag,NA,167.3,168.3,zone,#B3E2E3
819,Procerites progracilis,NA,167,167.3,zone,#B3E2E3
820,Tulites subcontractus,NA,166.8,167,zone,#B3E2E3
821,Morrisiceras morrisi,NA,166.6,166.8,zone,#B3E2E3
822,Procerites hodsoni,NA,166.4,166.6,zone,#B3E2E3
823,Oxycerites orbis,NA,166.2,166.4,zone,#B3E2E3
824,Clydoniceras discus,NA,166.1,166.2,zone,#B3E2E3
825,Macrocephalites herveyi,NA,165.5,166.1,zone,#BFE7E5
826,Prolanulites koenigi,NA,165,165.5,zone,#BFE7E5
827,Sigloceras calloviense,NA,164.6,165,zone,#BFE7E5
828,Kosmoceras jason,NA,164.5,164.6,zone,#BFE7E5
829,Erymnoceras coronatum,NA,164.2,164.5,zone,#BFE7E5
830,Peltoceras athleta,NA,163.8,164.2,zone,#BFE7E5
831,Quenstedtoceras lamberti,NA,163.5,163.8,zone,#BFE7E5
832,Quenstedtoceras mariae,NA,161.4,163.5,zone,#BFE7F1
833,Cardioceras cordatum,NA,160.8,161.4,zone,#BFE7F1
834,Perisphinctes plicatilis,NA,160.1,160.8,zone,#BFE7F1
835,Perisphinctes pumilus,NA,159.7,160.1,zone,#BFE7F1
836,Perisphinctes cautisnigrae,NA,159,159.7,zone,#BFE7F1
837,Ringsteadia pseudocordata,NA,157.3,159,zone,#BFE7F1
838,Pictonia baylei,NA,156,157.3,zone,#CCECF4
839,Rasenia cymodoce,NA,154.7,156,zone,#CCECF4
840,Aulacostephanus mutabilis,NA,153.7,154.7,zone,#CCECF4
841,Aulacostephanus eudoxus,NA,152.4,153.7,zone,#CCECF4
842,Aulacostephanus autissiodorensis,NA,152,152.4,zone,#CCECF4
843,Pectinatites elegans,NA,151.5,152,zone,#D9F1F7
844,Pectinatites scitulus,NA,151,151.5,zone,#D9F1F7
845,Pectinatites wheatleyensis,NA,150.7,151,zone,#D9F1F7
846,Pectinatites hudlestoni,NA,150.2,150.7,zone,#D9F1F7
847,Pavlovia pallasioides,NA,149,150.2,zone,#D9F1F7
848,Pavlovia rotunda,NA,148.3,149,zone,#D9F1F7
849,Virgatopavlovia fittoni,NA,148,148.3,zone,#D9F1F7
850,Progalbanites albani,NA,147.6,148,zone,#D9F1F7
851,Glaucolithites glaucolithus,NA,147.4,147.6,zone,#D9F1F7
852,Galbanites okusensis,NA,147.2,147.4,zone,#D9F1F7
853,Galbanites kerberus,NA,147,147.2,zone,#D9F1F7
854,Titanites anguiformes,NA,146.7,147,zone,#D9F1F7
855,Paracraspedites oppressus,NA,146.4,146.7,zone,#D9F1F7
856,Subcraspedites primitivus,NA,146,146.4,zone,#D9F1F7
857,Subcraspedites preplicomphalus,NA,144.6,146,zone,#D9F1F7
858,Subcraspedites lamplughi,NA,144,144.6,zone,#8CCD60
859,Runctonia runctoni,NA,141.6,144,zone,#8CCD60
860,Hectoroceras kochi,NA,141,141.6,zone,#8CCD60
861,Surites icenii,NA,140.2,141,zone,#8CCD60
862,Surites stenomphalus,NA,139.8,140.2,zone,#8CCD60
863,Peregrinoceras albidum,NA,138.5,139.8,zone,#99D36A
864,Paratollia/Platylenticeras,NA,137.6,138.5,zone,#99D36A
865,Polyptychites,NA,136.8,137.6,zone,#99D36A
866,Prodichotomites,NA,135.6,136.8,zone,#99D36A
867,Dichotomites,NA,135,135.6,zone,#99D36A
868,Stolcoceras tuberulatum,NA,134.3,135,zone,#99D36A
869,Eleniceras paucinodum,NA,133.95,134.3,zone,#99D36A
870,Endemoceras amblygonium,NA,133.85,133.95,zone,#99D36A
871,Endemoceras noricum,NA,133.5,133.85,zone,#99D36A
872,Endemoceras regale,NA,133.4,133.5,zone,#99D36A
873,Speetoniceras inversum,NA,133,133.4,zone,#99D36A
874,Milanowskia speetonensis,NA,132.8,133,zone,#8CCD57
875,Craspedodiscus gottschei,NA,132.5,132.8,zone,#A6D975
876,Simbirskites marginatus,NA,132.3,132.5,zone,#A6D975
877,Simbirskites variabilis,NA,129.4,132.3,zone,#A6D975
878,Paracrioceras rarocinctum,NA,129,129.4,zone,#B3DF7F
879,Haplocrioceras fissicostatum,NA,128.8,129,zone,#B3DF7F
880,Paracrioceras elegans,NA,128.2,128.8,zone,#B3DF7F
881,Paracrioceras denckmanni,NA,127.8,128.2,zone,#B3DF7F
882,Ancyloceras inexum/S. pingue,NA,127.3,127.8,zone,#B3DF7F
883,Simanocyloceras stolleyi,NA,125.5,127.3,zone,#B3DF7F
884,Parancyloceras bidentatum/Parancyloceras scalare,NA,125,125.5,zone,#B3DF7F
885,Deshayesites forbesi,NA,124.5,125,zone,#BFE48A
886,Deshayesites deshayesi,NA,124,124.5,zone,#BFE48A
887,Tropaeum bowerbanki,NA,123,124,zone,#BFE48A
888,Epicheloniceras martinoides,NA,118,123,zone,#BFE48A
889,Parahoplites nutfieldiensis,NA,116.8,118,zone,#BFE48A
890,Hypacanthoplites jacobi,NA,113,116.8,zone,#BFE48A
891,Leymeriella schrammeni,NA,111.3,113,zone,#CCEA97
892,Douvilleiceras mammillatum,NA,110.3,111.3,zone,#CCEA97
893,Hoplites dentatus,NA,109.5,110.3,zone,#CCEA97
894,Euhoplites loricatus,NA,108.3,109.5,zone,#CCEA97
895,Euhoplites lautus,NA,107.5,108.3,zone,#CCEA97
896,Diploceras cristatum,NA,107,107.5,zone,#CCEA97
897,Mortoniceras pricei,NA,104.9,107,zone,#CCEA97
898,Mortoniceras inflatum,NA,104.1,104.9,zone,#CCEA97
899,Mortoniceras fallax,NA,101.7,104.1,zone,#CCEA97
900,Mortoniceras rostratum,NA,101.3,101.7,zone,#CCEA97
901,Mortoniceras perinflatum,NA,100.8,101.3,zone,#CCEA97
902,Arrhaphoceras briacensis,NA,100.2,100.8,zone,#B3DE55
